"Priority","LegacyID","TargetCertifiedID","Reason","Owner","State"
"362","LEG-362","K-LEGACY-RC-KC01-K1-B01-P362","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"363","LEG-363","K-LEGACY-RC-KC01-K1-B01-P363","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"364","LEG-364","K-LEGACY-RC-KC01-K1-B01-P364","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"365","LEG-365","K-LEGACY-RC-KC01-K1-B01-P365","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"366","LEG-366","K-LEGACY-RC-KC01-K1-B01-P366","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"367","LEG-367","K-LEGACY-RC-KC01-K1-B01-P367","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"368","LEG-368","K-LEGACY-RC-KC01-K1-B01-P368","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"369","LEG-369","K-LEGACY-RC-KC01-K1-B01-P369","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"370","LEG-370","K-LEGACY-RC-KC01-K1-B01-P370","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"371","LEG-371","K-LEGACY-RC-KC01-K1-B01-P371","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"372","LEG-372","K-LEGACY-RC-KC01-K1-B01-P372","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"373","LEG-373","K-LEGACY-RC-KC01-K1-B01-P373","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"374","LEG-374","K-LEGACY-RC-KC01-K1-B01-P374","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"375","LEG-375","K-LEGACY-RC-KC01-K1-B01-P375","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"376","LEG-376","K-LEGACY-RC-KC01-K1-B01-P376","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"377","LEG-377","K-LEGACY-RC-KC01-K1-B01-P377","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"378","LEG-378","K-LEGACY-RC-KC01-K1-B01-P378","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"379","LEG-379","K-LEGACY-RC-KC01-K1-B01-P379","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"380","LEG-380","K-LEGACY-RC-KC01-K1-B01-P380","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"381","LEG-381","K-LEGACY-RC-KC01-K1-B01-P381","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"382","LEG-382","K-LEGACY-RC-KC01-K1-B01-P382","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"383","LEG-383","K-LEGACY-RC-KC01-K1-B01-P383","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"384","LEG-384","K-LEGACY-RC-KC01-K1-B01-P384","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"385","LEG-385","K-LEGACY-RC-KC01-K1-B01-P385","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"386","LEG-386","K-LEGACY-RC-KC01-K1-B01-P386","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"387","LEG-387","K-LEGACY-RC-KC01-K1-B01-P387","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"388","LEG-388","K-LEGACY-RC-KC01-K1-B01-P388","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"389","LEG-389","K-LEGACY-RC-KC01-K1-B01-P389","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"390","LEG-390","K-LEGACY-RC-KC01-K1-B01-P390","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"391","LEG-391","K-LEGACY-RC-KC01-K1-B01-P391","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"392","LEG-392","K-LEGACY-RC-KC01-K1-B01-P392","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"393","LEG-393","K-LEGACY-RC-KC01-K1-B01-P393","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"394","LEG-394","K-LEGACY-RC-KC01-K1-B01-P394","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"395","LEG-395","K-LEGACY-RC-KC01-K1-B01-P395","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"396","LEG-396","K-LEGACY-RC-KC01-K1-B01-P396","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
"397","LEG-397","K-LEGACY-RC-KC01-K1-B01-P397","Legacy asset requires certified metadata brief QA and sign-off before reuse","Legacy Migration Lead","OPEN"
