"Priority","Area","FilePath","ItemKey","FieldName","CurrentValue","RequiredState","Reason"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-284","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-285","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-286","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-287","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-288","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-289","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-290","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-291","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-292","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-293","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-294","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-295","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-296","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-297","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-298","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-299","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-300","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-301","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-302","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-303","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-304","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-305","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-306","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-307","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-308","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-309","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-310","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-311","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-312","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-313","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-314","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-315","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-316","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-317","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-318","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-319","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-320","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-321","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-322","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-323","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-324","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-325","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-326","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-327","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-328","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-329","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-330","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-331","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-332","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-333","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-334","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-335","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-336","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-337","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-338","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-339","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-340","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-341","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-342","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-343","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-344","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-345","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-346","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-347","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-348","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-349","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-350","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-350","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-351","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-351","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-352","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-352","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-353","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-353","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-354","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-354","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-355","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-355","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-356","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-356","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-357","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-357","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-358","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-358","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-359","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-359","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-360","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-360","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-361","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-361","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-362","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-362","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-363","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-363","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-364","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-364","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-365","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-365","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-366","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-366","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-367","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-367","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-368","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-368","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-369","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-369","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-370","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-370","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-371","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-371","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-372","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-372","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-373","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-373","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-374","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-374","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-375","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-375","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-376","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-376","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-377","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-377","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-378","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-378","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-379","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-379","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-380","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-380","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-381","PossibleCategory","","Concrete non-placeholder value","Open non-blocked field"
"MEDIUM","05_ops_legacy","C:\Projects\MindLab_Starter_Project\docs\planning\kids_certified\05_ops_legacy\legacy_inventory_scan.csv","LEG-381","PossibleStage","","Concrete non-placeholder value","Open non-blocked field"
