"FileName","BaseName","Extension","DirectoryName","FullPath"
"structures.cpython-312.pyc","structures.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__\structures.cpython-312.pyc"
"utils.cpython-312.pyc","utils.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__\utils.cpython-312.pyc"
"_internal_utils.cpython-312.pyc","_internal_utils.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__\_internal_utils.cpython-312.pyc"
"__init__.cpython-312.pyc","__init__.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__\__init__.cpython-312.pyc"
"__version__.cpython-312.pyc","__version__.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\requests\__pycache__\__version__.cpython-312.pyc"
"providers.py","providers",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py"
"py.typed","py",".typed","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\py.typed"
"reporters.py","reporters",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py"
"resolvers.py","resolvers",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py"
"structs.py","structs",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py"
"__init__.py","__init__",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py"
"collections_abc.py","collections_abc",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py"
"__init__.py","__init__",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py"
"collections_abc.cpython-312.pyc","collections_abc.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__\collections_abc.cpython-312.pyc"
"__init__.cpython-312.pyc","__init__.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__\__init__.cpython-312.pyc"
"providers.cpython-312.pyc","providers.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\providers.cpython-312.pyc"
"reporters.cpython-312.pyc","reporters.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\reporters.cpython-312.pyc"
"resolvers.cpython-312.pyc","resolvers.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\resolvers.cpython-312.pyc"
"structs.cpython-312.pyc","structs.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\structs.cpython-312.pyc"
"__init__.cpython-312.pyc","__init__.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__\__init__.cpython-312.pyc"
"abc.py","abc",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\abc.py"
"align.py","align",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\align.py"
"ansi.py","ansi",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py"
"bar.py","bar",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\bar.py"
"box.py","box",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\box.py"
"cells.py","cells",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\cells.py"
"color.py","color",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\color.py"
"color_triplet.py","color_triplet",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py"
"columns.py","columns",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\columns.py"
"console.py","console",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\console.py"
"constrain.py","constrain",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py"
"containers.py","containers",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\containers.py"
"control.py","control",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\control.py"
"default_styles.py","default_styles",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py"
"diagnose.py","diagnose",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py"
"emoji.py","emoji",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py"
"errors.py","errors",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\errors.py"
"filesize.py","filesize",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py"
"file_proxy.py","file_proxy",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py"
"highlighter.py","highlighter",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py"
"json.py","json",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\json.py"
"jupyter.py","jupyter",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py"
"layout.py","layout",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\layout.py"
"live.py","live",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\live.py"
"live_render.py","live_render",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py"
"logging.py","logging",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\logging.py"
"markup.py","markup",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\markup.py"
"measure.py","measure",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\measure.py"
"padding.py","padding",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\padding.py"
"pager.py","pager",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\pager.py"
"palette.py","palette",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\palette.py"
"panel.py","panel",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\panel.py"
"pretty.py","pretty",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py"
"progress.py","progress",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\progress.py"
"progress_bar.py","progress_bar",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py"
"prompt.py","prompt",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py"
"protocol.py","protocol",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py"
"py.typed","py",".typed","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\py.typed"
"region.py","region",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\region.py"
"repr.py","repr",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\repr.py"
"rule.py","rule",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\rule.py"
"scope.py","scope",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\scope.py"
"screen.py","screen",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\screen.py"
"segment.py","segment",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\segment.py"
"spinner.py","spinner",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py"
"status.py","status",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\status.py"
"style.py","style",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\style.py"
"styled.py","styled",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\styled.py"
"syntax.py","syntax",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py"
"table.py","table",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\table.py"
"terminal_theme.py","terminal_theme",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py"
"text.py","text",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\text.py"
"theme.py","theme",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\theme.py"
"themes.py","themes",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\themes.py"
"traceback.py","traceback",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py"
"tree.py","tree",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\tree.py"
"_cell_widths.py","_cell_widths",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py"
"_emoji_codes.py","_emoji_codes",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py"
"_emoji_replace.py","_emoji_replace",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py"
"_export_format.py","_export_format",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py"
"_extension.py","_extension",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py"
"_fileno.py","_fileno",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py"
"_inspect.py","_inspect",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py"
"_log_render.py","_log_render",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py"
"_loop.py","_loop",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py"
"_null_file.py","_null_file",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py"
"_palettes.py","_palettes",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py"
"_pick.py","_pick",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py"
"_ratio.py","_ratio",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py"
"_spinners.py","_spinners",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py"
"_stack.py","_stack",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py"
"_timer.py","_timer",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py"
"_win32_console.py","_win32_console",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py"
"_windows.py","_windows",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py"
"_windows_renderer.py","_windows_renderer",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py"
"_wrap.py","_wrap",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py"
"__init__.py","__init__",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py"
"__main__.py","__main__",".py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py"
"abc.cpython-312.pyc","abc.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\abc.cpython-312.pyc"
"align.cpython-312.pyc","align.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\align.cpython-312.pyc"
"ansi.cpython-312.pyc","ansi.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\ansi.cpython-312.pyc"
"bar.cpython-312.pyc","bar.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\bar.cpython-312.pyc"
"box.cpython-312.pyc","box.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\box.cpython-312.pyc"
"cells.cpython-312.pyc","cells.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\cells.cpython-312.pyc"
"color.cpython-312.pyc","color.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\color.cpython-312.pyc"
"color_triplet.cpython-312.pyc","color_triplet.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\color_triplet.cpython-312.pyc"
"columns.cpython-312.pyc","columns.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\columns.cpython-312.pyc"
"console.cpython-312.pyc","console.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\console.cpython-312.pyc"
"constrain.cpython-312.pyc","constrain.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\constrain.cpython-312.pyc"
"containers.cpython-312.pyc","containers.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\containers.cpython-312.pyc"
"control.cpython-312.pyc","control.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\control.cpython-312.pyc"
"default_styles.cpython-312.pyc","default_styles.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\default_styles.cpython-312.pyc"
"diagnose.cpython-312.pyc","diagnose.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\diagnose.cpython-312.pyc"
"emoji.cpython-312.pyc","emoji.cpython-312",".pyc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\rich\__pycache__\emoji.cpython-312.pyc"
