"FileName","BaseName","FullPath","LowerFileName","LowerBaseName"
"codec.py","codec","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\codec.py","codec.py","codec"
"compat.py","compat","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\compat.py","compat.py","compat"
"core.py","core","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\core.py","core.py","core"
"idnadata.py","idnadata","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py","idnadata.py","idnadata"
"intranges.py","intranges","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py","intranges.py","intranges"
"package_data.py","package_data","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\package_data.py","package_data.py","package_data"
"py.typed","py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\py.typed","py.typed","py"
"uts46data.py","uts46data","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py","uts46data.py","uts46data"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py","__init__.py","__init__"
"codec.cpython-312.pyc","codec.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\codec.cpython-312.pyc","codec.cpython-312.pyc","codec.cpython-312"
"compat.cpython-312.pyc","compat.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\compat.cpython-312.pyc","compat.cpython-312.pyc","compat.cpython-312"
"core.cpython-312.pyc","core.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\core.cpython-312.pyc","core.cpython-312.pyc","core.cpython-312"
"idnadata.cpython-312.pyc","idnadata.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\idnadata.cpython-312.pyc","idnadata.cpython-312.pyc","idnadata.cpython-312"
"intranges.cpython-312.pyc","intranges.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\intranges.cpython-312.pyc","intranges.cpython-312.pyc","intranges.cpython-312"
"package_data.cpython-312.pyc","package_data.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\package_data.cpython-312.pyc","package_data.cpython-312.pyc","package_data.cpython-312"
"uts46data.cpython-312.pyc","uts46data.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\uts46data.cpython-312.pyc","uts46data.cpython-312.pyc","uts46data.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\idna\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"exceptions.py","exceptions","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py","exceptions.py","exceptions"
"ext.py","ext","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py","ext.py","ext"
"fallback.py","fallback","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py","fallback.py","fallback"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py","__init__.py","__init__"
"exceptions.cpython-312.pyc","exceptions.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\__pycache__\exceptions.cpython-312.pyc","exceptions.cpython-312.pyc","exceptions.cpython-312"
"ext.cpython-312.pyc","ext.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\__pycache__\ext.cpython-312.pyc","ext.cpython-312.pyc","ext.cpython-312"
"fallback.cpython-312.pyc","fallback.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\__pycache__\fallback.cpython-312.pyc","fallback.cpython-312.pyc","fallback.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\msgpack\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"markers.py","markers","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py","markers.py","markers"
"py.typed","py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\py.typed","py.typed","py"
"requirements.py","requirements","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py","requirements.py","requirements"
"specifiers.py","specifiers","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py","specifiers.py","specifiers"
"tags.py","tags","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py","tags.py","tags"
"utils.py","utils","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py","utils.py","utils"
"version.py","version","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\version.py","version.py","version"
"_manylinux.py","_manylinux","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py","_manylinux.py","_manylinux"
"_musllinux.py","_musllinux","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py","_musllinux.py","_musllinux"
"_structures.py","_structures","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\_structures.py","_structures.py","_structures"
"__about__.py","__about__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__about__.py","__about__.py","__about__"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__init__.py","__init__.py","__init__"
"markers.cpython-312.pyc","markers.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\markers.cpython-312.pyc","markers.cpython-312.pyc","markers.cpython-312"
"requirements.cpython-312.pyc","requirements.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\requirements.cpython-312.pyc","requirements.cpython-312.pyc","requirements.cpython-312"
"specifiers.cpython-312.pyc","specifiers.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\specifiers.cpython-312.pyc","specifiers.cpython-312.pyc","specifiers.cpython-312"
"tags.cpython-312.pyc","tags.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\tags.cpython-312.pyc","tags.cpython-312.pyc","tags.cpython-312"
"utils.cpython-312.pyc","utils.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\utils.cpython-312.pyc","utils.cpython-312.pyc","utils.cpython-312"
"version.cpython-312.pyc","version.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\version.cpython-312.pyc","version.cpython-312.pyc","version.cpython-312"
"_manylinux.cpython-312.pyc","_manylinux.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\_manylinux.cpython-312.pyc","_manylinux.cpython-312.pyc","_manylinux.cpython-312"
"_musllinux.cpython-312.pyc","_musllinux.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\_musllinux.cpython-312.pyc","_musllinux.cpython-312.pyc","_musllinux.cpython-312"
"_structures.cpython-312.pyc","_structures.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\_structures.cpython-312.pyc","_structures.cpython-312.pyc","_structures.cpython-312"
"__about__.cpython-312.pyc","__about__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\__about__.cpython-312.pyc","__about__.cpython-312.pyc","__about__.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\packaging\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py","__init__.py","__init__"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"android.py","android","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py","android.py","android"
"api.py","api","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py","api.py","api"
"macos.py","macos","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py","macos.py","macos"
"py.typed","py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\py.typed","py.typed","py"
"unix.py","unix","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py","unix.py","unix"
"version.py","version","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py","version.py","version"
"windows.py","windows","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py","windows.py","windows"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py","__init__.py","__init__"
"__main__.py","__main__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py","__main__.py","__main__"
"android.cpython-312.pyc","android.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\android.cpython-312.pyc","android.cpython-312.pyc","android.cpython-312"
"api.cpython-312.pyc","api.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\api.cpython-312.pyc","api.cpython-312.pyc","api.cpython-312"
"macos.cpython-312.pyc","macos.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\macos.cpython-312.pyc","macos.cpython-312.pyc","macos.cpython-312"
"unix.cpython-312.pyc","unix.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\unix.cpython-312.pyc","unix.cpython-312.pyc","unix.cpython-312"
"version.cpython-312.pyc","version.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\version.cpython-312.pyc","version.cpython-312.pyc","version.cpython-312"
"windows.cpython-312.pyc","windows.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\windows.cpython-312.pyc","windows.cpython-312.pyc","windows.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"__main__.cpython-312.pyc","__main__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\platformdirs\__pycache__\__main__.cpython-312.pyc","__main__.cpython-312.pyc","__main__.cpython-312"
"cmdline.py","cmdline","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py","cmdline.py","cmdline"
"console.py","console","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\console.py","console.py","console"
"filter.py","filter","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py","filter.py","filter"
"formatter.py","formatter","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py","formatter.py","formatter"
"lexer.py","lexer","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py","lexer.py","lexer"
"modeline.py","modeline","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py","modeline.py","modeline"
"plugin.py","plugin","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py","plugin.py","plugin"
"regexopt.py","regexopt","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py","regexopt.py","regexopt"
"scanner.py","scanner","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py","scanner.py","scanner"
"sphinxext.py","sphinxext","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py","sphinxext.py","sphinxext"
"style.py","style","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\style.py","style.py","style"
"token.py","token","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\token.py","token.py","token"
"unistring.py","unistring","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py","unistring.py","unistring"
"util.py","util","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\util.py","util.py","util"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py","__init__.py","__init__"
"__main__.py","__main__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py","__main__.py","__main__"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py","__init__.py","__init__"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"bbcode.py","bbcode","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py","bbcode.py","bbcode"
"groff.py","groff","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py","groff.py","groff"
"html.py","html","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py","html.py","html"
"img.py","img","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py","img.py","img"
"irc.py","irc","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py","irc.py","irc"
"latex.py","latex","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py","latex.py","latex"
"other.py","other","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py","other.py","other"
"pangomarkup.py","pangomarkup","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py","pangomarkup.py","pangomarkup"
"rtf.py","rtf","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py","rtf.py","rtf"
"svg.py","svg","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py","svg.py","svg"
"terminal.py","terminal","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py","terminal.py","terminal"
"terminal256.py","terminal256","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py","terminal256.py","terminal256"
"_mapping.py","_mapping","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py","_mapping.py","_mapping"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py","__init__.py","__init__"
"bbcode.cpython-312.pyc","bbcode.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\bbcode.cpython-312.pyc","bbcode.cpython-312.pyc","bbcode.cpython-312"
"groff.cpython-312.pyc","groff.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\groff.cpython-312.pyc","groff.cpython-312.pyc","groff.cpython-312"
"html.cpython-312.pyc","html.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\html.cpython-312.pyc","html.cpython-312.pyc","html.cpython-312"
"img.cpython-312.pyc","img.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\img.cpython-312.pyc","img.cpython-312.pyc","img.cpython-312"
"irc.cpython-312.pyc","irc.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\irc.cpython-312.pyc","irc.cpython-312.pyc","irc.cpython-312"
"latex.cpython-312.pyc","latex.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\latex.cpython-312.pyc","latex.cpython-312.pyc","latex.cpython-312"
"other.cpython-312.pyc","other.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\other.cpython-312.pyc","other.cpython-312.pyc","other.cpython-312"
"pangomarkup.cpython-312.pyc","pangomarkup.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\pangomarkup.cpython-312.pyc","pangomarkup.cpython-312.pyc","pangomarkup.cpython-312"
"rtf.cpython-312.pyc","rtf.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\rtf.cpython-312.pyc","rtf.cpython-312.pyc","rtf.cpython-312"
"svg.cpython-312.pyc","svg.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\svg.cpython-312.pyc","svg.cpython-312.pyc","svg.cpython-312"
"terminal.cpython-312.pyc","terminal.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\terminal.cpython-312.pyc","terminal.cpython-312.pyc","terminal.cpython-312"
"terminal256.cpython-312.pyc","terminal256.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\terminal256.cpython-312.pyc","terminal256.cpython-312.pyc","terminal256.cpython-312"
"_mapping.cpython-312.pyc","_mapping.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\_mapping.cpython-312.pyc","_mapping.cpython-312.pyc","_mapping.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"python.py","python","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py","python.py","python"
"_mapping.py","_mapping","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py","_mapping.py","_mapping"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py","__init__.py","__init__"
"python.cpython-312.pyc","python.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__\python.cpython-312.pyc","python.cpython-312.pyc","python.cpython-312"
"_mapping.cpython-312.pyc","_mapping.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__\_mapping.cpython-312.pyc","_mapping.cpython-312.pyc","_mapping.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py","__init__.py","__init__"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"cmdline.cpython-312.pyc","cmdline.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\cmdline.cpython-312.pyc","cmdline.cpython-312.pyc","cmdline.cpython-312"
"console.cpython-312.pyc","console.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\console.cpython-312.pyc","console.cpython-312.pyc","console.cpython-312"
"filter.cpython-312.pyc","filter.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\filter.cpython-312.pyc","filter.cpython-312.pyc","filter.cpython-312"
"formatter.cpython-312.pyc","formatter.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\formatter.cpython-312.pyc","formatter.cpython-312.pyc","formatter.cpython-312"
"lexer.cpython-312.pyc","lexer.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\lexer.cpython-312.pyc","lexer.cpython-312.pyc","lexer.cpython-312"
"modeline.cpython-312.pyc","modeline.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\modeline.cpython-312.pyc","modeline.cpython-312.pyc","modeline.cpython-312"
"plugin.cpython-312.pyc","plugin.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\plugin.cpython-312.pyc","plugin.cpython-312.pyc","plugin.cpython-312"
"regexopt.cpython-312.pyc","regexopt.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\regexopt.cpython-312.pyc","regexopt.cpython-312.pyc","regexopt.cpython-312"
"scanner.cpython-312.pyc","scanner.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\scanner.cpython-312.pyc","scanner.cpython-312.pyc","scanner.cpython-312"
"sphinxext.cpython-312.pyc","sphinxext.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\sphinxext.cpython-312.pyc","sphinxext.cpython-312.pyc","sphinxext.cpython-312"
"style.cpython-312.pyc","style.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\style.cpython-312.pyc","style.cpython-312.pyc","style.cpython-312"
"token.cpython-312.pyc","token.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\token.cpython-312.pyc","token.cpython-312.pyc","token.cpython-312"
"unistring.cpython-312.pyc","unistring.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\unistring.cpython-312.pyc","unistring.cpython-312.pyc","unistring.cpython-312"
"util.cpython-312.pyc","util.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\util.cpython-312.pyc","util.cpython-312.pyc","util.cpython-312"
"__init__.cpython-312.pyc","__init__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\__init__.cpython-312.pyc","__init__.cpython-312.pyc","__init__.cpython-312"
"__main__.cpython-312.pyc","__main__.cpython-312","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pygments\__pycache__\__main__.cpython-312.pyc","__main__.cpython-312.pyc","__main__.cpython-312"
"actions.py","actions","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\actions.py","actions.py","actions"
"common.py","common","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\common.py","common.py","common"
"core.py","core","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\core.py","core.py","core"
"exceptions.py","exceptions","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\exceptions.py","exceptions.py","exceptions"
"helpers.py","helpers","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\helpers.py","helpers.py","helpers"
"py.typed","py","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\py.typed","py.typed","py"
"results.py","results","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\results.py","results.py","results"
"testing.py","testing","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\testing.py","testing.py","testing"
"unicode.py","unicode","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\unicode.py","unicode.py","unicode"
"util.py","util","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\util.py","util.py","util"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\__init__.py","__init__.py","__init__"
"__init__.py","__init__","C:\Projects\MindLab_Starter_Project\backend\.venv\Lib\site-packages\pip\_vendor\pyparsing\diagram\__init__.py","__init__.py","__init__"
