"RelativePath","Extension","SizeBytes","Priority","RecommendedPatchAction","PassFailRule"
"backend\package-lock.json",".json","29820","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\daily-challenge\dailyChallengeEngine.ts",".ts","3464","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\daily-challenge\dailyChallengeRoutes.ts",".ts","8551","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\adaptive_recommendation_v2_test.js",".js","1763","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\ai_dataset_export_orchestrator_v2_test.js",".js","1055","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\ai_dataset_export_v2.js",".js","928","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\ai_dataset_export_v2_schema.json",".json","448","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\ai_dataset_export_v2_test.js",".js","1023","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_monthly_report_generator_v2_test.js",".js","684","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\cognitive_report_generator_v2_test.js",".js","583","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\mindlab_v2_route_registry_test.js",".js","3262","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_dna_v2_schema.json",".json","433","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_api_controller_v2_test.js",".js","1011","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\puzzle_generation_request_v2_schema.json",".json","328","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\user_skill_profile_v2_schema.json",".json","231","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\game\user_skill_progression_v2_test.js",".js","1641","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backend\src\uxhelpers.js",".js","391","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\app_router_debug_2025-11-29_1643\App.tsx",".tsx","621","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\app_simple_debug_2025-11-29_1701\App.tsx",".tsx","1475","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\backend\package-lock.json",".json","64691","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\backend\src\daily-challenge\dailyChallengeEngine.ts",".ts","3464","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\backend\src\daily-challenge\dailyChallengeRoutes.ts",".ts","5027","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\backend\src\uxhelpers.js",".js","391","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\package-lock.json",".json","94874","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\auth.js",".js","168","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\dailyChallengeApi.js",".js","1354","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\DailyChallengeDetailPage.js",".js","7961","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\DailyChallengeHomeCard.js",".js","3280","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\ErrorBoundary.js",".js","807","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\HealthPanel.js",".js","1783","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\_legacy_js_backup_20251208\main.js",".js","649","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\App.tsx",".tsx","1197","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\auth.ts",".ts","218","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\components\DailyCompletionCard.tsx",".tsx","2603","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\components\ErrorBoundary.tsx",".tsx","784","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\components\GamePanel.tsx",".tsx","1287","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\components\HealthPanel.tsx",".tsx","2749","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\components\ProgressPanel.tsx",".tsx","1019","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\daily-challenge\dailyChallengeApi.ts",".ts","2444","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","5329","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","3067","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\lib\auth.ts",".ts","168","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\pages\Daily.tsx",".tsx","2298","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\pages\Progress.tsx",".tsx","1818","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\baseline_snapshots\baseline_20251214_115859\frontend\src\progress\ProgressPage.tsx",".tsx","2030","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\daily_feature_2025-11-29_1408\DailyChallengeDetailPage.tsx",".tsx","8422","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\daily_feature_2025-11-29_1408\DailyCompletionCard.tsx",".tsx","2032","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\daily_ui_phase1_2025-11-30_0933\DailyChallengeDetailPage.tsx",".tsx","8422","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\daily_ui_phase1_2025-11-30_0933\DailyCompletionCard.tsx",".tsx","2603","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\fullcheck_20251209_2024\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\fullcheck_20251209_2024\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\fullcheck_20251209_2024\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\fullcheck_20251209_2024\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\fullcheck_20251209_2024\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\auth.js",".js","210","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\auth.ts",".ts","218","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\ErrorBoundary.js",".js","807","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\ErrorBoundary.tsx",".tsx","784","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\GamePanel.js",".js","1425","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\GamePanel.tsx",".tsx","1287","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\HealthPanel.js",".js","1783","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\HealthPanel.tsx",".tsx","1759","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\ProgressPanel.js",".js","1233","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\components\ProgressPanel.tsx",".tsx","1019","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\dailyChallengeApi.js",".js","1354","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\dailyChallengeApi.ts",".ts","2444","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\DailyChallengeDetailPage.js",".js","7961","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","8422","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\dailyChallengeEngine.ts",".ts","3464","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\DailyChallengeHomeCard.js",".js","3280","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","3067","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\daily-challenge\dailyChallengeRoutes.ts",".ts","5027","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\lib\auth.js",".js","168","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\lib\auth.ts",".ts","168","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\main.js",".js","649","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\main.tsx",".tsx","623","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\MindLab_Snapshot_2025-11-29_1306\src\uxhelpers.js",".js","391","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\backend_src\daily-challenge\dailyChallengeEngine.ts",".ts","3464","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\backend_src\daily-challenge\dailyChallengeRoutes.ts",".ts","5027","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\backend_src\uxhelpers.js",".js","391","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\auth.js",".js","168","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\dailyChallengeApi.js",".js","1354","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\DailyChallengeDetailPage.js",".js","7961","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\DailyChallengeHomeCard.js",".js","3280","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\ErrorBoundary.js",".js","807","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\HealthPanel.js",".js","1783","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\_legacy_js_backup_20251208\main.js",".js","649","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\App.tsx",".tsx","1197","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\auth.ts",".ts","218","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\components\DailyCompletionCard.tsx",".tsx","2603","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\components\ErrorBoundary.tsx",".tsx","784","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\components\GamePanel.tsx",".tsx","1289","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\components\HealthPanel.tsx",".tsx","2749","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\components\ProgressPanel.tsx",".tsx","1019","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\daily-challenge\dailyChallengeApi.ts",".ts","2444","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","5329","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","3067","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\lib\auth.ts",".ts","168","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\pages\Daily.tsx",".tsx","2298","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\pages\Progress.tsx",".tsx","1818","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\PHASE2_STEP2_manual_20251221_100326\frontend_src\progress\ProgressPage.tsx",".tsx","2030","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\routes_daily_2025-11-29_1612\DailyChallengeDetailPage.tsx",".tsx","8422","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\routes_daily_2025-11-29_1612\DailyCompletionCard.tsx",".tsx","2603","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"backups\routes_daily_2025-11-29_1612\main.tsx",".tsx","623","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"DailyCompletionCard.tsx",".tsx","2032","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"deploy\backend\server.js",".js","1814","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\kids_pilot_evidence_input_change_guard.json",".json","892","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus.json",".json","754","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_apply_manifest.json",".json","1657","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_blocker_rows_manifest.json",".json","406","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_forced_override_manifest.json",".json","1712","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_known_value_map.json",".json","10037","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_manual_entry_manifest.json",".json","249","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_single_submission_row_manifest.json",".json","639","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_submission_pack_manifest.json",".json","759","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"docs\planning\kids_certified\06_ux_qa\row_lock\current_focus_unresolved_manual_batch_packet_manifest.json",".json","584","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\assets\index-kZBGcqck.js",".js","150322","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\frontend_daily_ui_20251209\App.tsx",".tsx","1197","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\frontend_daily_ui_20251209\DailyChallengeDetailPage.tsx",".tsx","3041","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\frontend_daily_ui_20251209\HealthPanel.tsx",".tsx","2749","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\frontend_daily_ui_20251209\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\frontend_daily_ui_20251209\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\frontend_daily_ui_20251209\ProgressPage.tsx",".tsx","1352","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251209_2017\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251209_2017\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251209_2017\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251209_2017\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251209_2017\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
